2,PID,A PID controller seeks to keep some input variable close to a desired setpoint by adjusting an output. The way in which it does this can be 'tuned' by adjusting three parameters (P,I,D).
115,DHT22,Digital-output relative humidity & temperature sensor/module DHT22
116,EmonLib,Energy Monitoring Library
117,PCA9685,Library for using PCA9685(PCA) - 16-channel, 12-bit PWM Fm+ I2C-bus LED controller
118,MCP23017,Library for MCP23017 16-Bit I/O(input/output) port expander with interrupt output
119,Debug,Macro-based debugging print statements
120,EEPromUtils,Safer library for EEPROM access
121,SerialCLI,Class for building tokenized CLIs
122,MPR121,Library for interacting with MPR121 capacitive touch sensors and tracking touch states
123,InputDebounce,Simple polling input debounce Arduino library. Used for push-button like switches. Delivers input value (state) after it has been stable (not flickering) for longer than the debounce period, and delivers continuous pressed-on time duration [ms].
124,RadioHead,The RadioHead Packet Radio library which provides a complete object-oriented library for sending and receiving packetized messages via RF22/24/26/27/69, Si4460/4461/4463/4464, nRF24/nRF905, SX1276/77/78, RFM95/96/97/98 and etc.
125,SPIFlash,Library for read/write access to SPI flash memory chips
126,FastLED,FastLED is a library for programming addressable rgb led strips (APA102/Dotstar, WS2812/Neopixel, LPD8806, and a dozen others) acting both as a driver and as a library for color management and fast math.
127,ESP8266,ESP8266 offers a complete and self-contained Wi-Fi networking solution, allowing it to either host the application or to offload all Wi-Fi networking functions from another application processor
128,AS_BH1750,Library for the BH1750FVI Digital Light Sensor
129,Encoder,Counts quadrature pulses from rotary & linear position encoders.
130,PS2Keyboard,PS2Keyboard (PS/2) allows you to use a keyboard for user input
131,TimerOne,Use hardware Timer1 for finer PWM control and/or running an periodic interrupt function
132,TimerThree,Allow to use the built-in 16 bit Timer3
135,Adafruit SSD1306,SSD1306 oled driver library for 'monochrome' 128x64 and 128x32 OLEDs
136,LiquidCrystal,LiquidCrystal Library is faster and extensable, compatible with the original LiquidCrystal library
137,MsTimer2,MsTimer2 is a small and very easy to use library to interface Timer2 with humans. It's called MsTimer2 because it "hardcodes" a resolution of 1 millisecond on timer2.
138,FlexiTimer2,Arduino library to use timer 2 with a configurable resolution. Based on MsTimer2 by Javier Valencia. Written for the project associated with the "Mobile & Pervasive Computing" course at Hasselt University in Belgium.
139,ADS1147,ADS1147 ADC (Analog-Digital-Converter)
140,ADS7846,ADS7846/TSC2046 Touch-Controller
141,DAC8760,DAC8760 DAC (Digital-Analog-Converter)
142,digitalWriteFast,Fast pin access for AVR microcontrollers
143,DisplayI2C,MI0283QT-Adapter v2 + GLCD-Shield (I2C)
144,DisplaySPI,MI0283QT-Adapter v2 + GLCD-Shield (SPI)
145,DS1307,DS1307 RTC (Real-Time-Clock)
146,GraphicsLib,General Grahipcs Library
147,MI0283QT2,MI0283QT-2 Display (HX8347D, SPI)
148,MI0283QT9,MI0283QT-9 / -9A / -11 Display (ILI9341, SPI)
149,vfd_vaf1613,Drive a VAF1613 vacuum flourescent display
150,RedFly,RedFly-Shield (WiFi/WLAN)
151,RotaryEncoder,Rotary Encoder
152,RV8523,RV-8523 RTC (Real-Time-Clock)
153,S65L2F50,S65 L2F50 Display (SPI)
154,S65LPH88,S65 LPH88 Display (SPI)
155,S65LS020,S65 LS020 Display (SPI)
156,SSD1331,OLED-Display (SSD1331, SPI)
157,MCP2515,MCP2515 CAN-Bus-Controller
158,INA219,TI INA219 hi-side i2c current/power monitor Library
159,LightWS2812,Light weight library to control WS2811/WS2812/WS2812B based LEDS and LED Strings
160,Adafruit-INA219,TI INA219 hi-side i2c current/power monitor Library from Adafruit
161,SD,This library aims to expose a subset of SD card functionality in the form of a higher level 'wrapper' object
162,PCM,PCM/WAV playback direct from SD card
163,MenuSystem,A library for implementing a menu system
164,SparkFun_MMA8452Q,Basic I2C functionality of the MMA8452Q Accelerometer Breakout
165,Keypad,Keypad is a library for using matrix style keypads with the Arduino.
166,Adafruit BME280 Library,Arduino library for BME280 humidity and pressure sensors
167,blipbus,Arduino library for simple shared bus messaging, using JSON, UDP, and WiFi
172,NRF8001,Arduino library for the Nordic nRF8001 Bluetooth Low Energy chip
173,SerialCommand,A Wiring/Arduino library to tokenize and parse commands received over a serial port.
176,NewPing,Ultrasonic ping sensor library that works with most sensors, can use a single interface wire, doesn't hang, can run in the background, and is smaller and faster that all other ping libraries.
177,Adafruit BluefruitLE nRF51,Arduino library for nRF51822-based Adafruit Bluefruit LE modules
178,ST7036_LCD_Driver,This is an implementation of the ST7036 LCD driver controller.
179,NewAskSin,Library for HM compatible devices on base of Arduino Hardware
180,TextFinder,Library for extracting information from a stream of data
181,AVRQueue,A task queuing library for AVR and Arduino processors.
182,TH02,Library for TH02 temperature and humidity sensor by HopeRF
183,DAC7565,Library Texas Instrument DAC converter by Texas Instrument
192,Arduboy,This library is for content creation on the Arduboy, a portable gaming platform
193,Rtc_Pcf8563,Real-Time Clock (RTC) and calendar optimized for low power consumption
195,SerialComm,Provides a simple API for Arduino to communicate over serial port
200,DigitalIO,Fast digital IO.
209,RF24Mesh,A simple and seamless 'mesh' layer for sensor networks. Designed to interface directly with with the RF24Network Development library, an OSI Network Layer using nRF24L01(+) radios driven by the newly optimized RF24 library fork.
210,Canbus,Library provies basic functionality of all hardware features on the CAN-Bus Shield (CAN communication, serial LCD functionality, uSD logging, GPS tracking, and joystick input).
214,LibTeleinfo,Teleinfo French power meter reader and decoding
215,Adafruit NeoMatrix,Adafruit_GFX-compatible library for NeoPixel grids
222,AppleMIDI,Library code for AppleMIDI protocol
224,MideaIRWrapper,Wrapper for Midea AC, designed to be used with Arduino platform and IRRemote Library
225,HardwareSerial_RS485,Concurrent multi-drop (i.e. multi-master, multi-slave) RS485 communication library
230,S11059,A color sensor library for Arduino
232,keyboardButton,Convinient way to map a push-button to a keyboard key. This library utilize the ability of 32u4-based Arduino-compatible boards to emulate USB-keyboard.
236,EthernetBonjour,Bonjour Library for Arduino & Teensyduino
245,PJON,PJON is an open-source, multi-master, multi-media device communications bus system framework
246,RCSwitch,Use your Arduino or Raspberry Pi to operate remote radio controlled devices
248,SoftwareSPI,A barebones library for bitbanging SPI
250,FlashMemory,A barebones library for interacting with the M25PE80 flash memory chip
251,VirtualWire,It provides a simple message passing protocol for a range of inexpensive transmitter and receiver modules
252,JeeLib,A library for JeeNodes and for compatible devices, with drivers for its wireless radio modules
253,Structure,Arduino SDK for connecting embedded devices to the Structure IoT developer platform
255,BitPP,Very effective yet simple to use classes for individual bit access on AVR devices
258,TM1637,Arduino library for TM1637 (LED Driver)
259,BLEPeripheral,Arduino library for creating custom BLE peripherals. Supports nRF8001 and nRF51822 based boards/shields.
260,SparkFun_MicroView,The MicroView is a chip-sized Arduino with a built-in OLED, available from SparkFun Electronics
261,Ethernet2,Enables network connection (local and Internet) using the Arduino Ethernet board or shield. For all Arduino boards.
262,Adafruit-SSD1331,This is a library for the 0.96" 16-bit Color OLED with SSD1331 driver chip
264,NewTone,NewTone library
265,AccelStepper,AccelStepper library
266,Adafruit SSD1351 library,Adafruit library for the color OLEDs displays with SSD1351 driver chip
267,rs485-nodeproto,Arduino library for a rs485 multidrop network
270,DimSwitch,A library to control dimmable ballasts for fluorescent light tubes.
272,Task,A library that makes creating complex mulitple task projects easy.
274,RTC,A library that makes interfacing DS1307 and DS3231 Real Time Clock modules easy.
275,Rotary,Rotary encoder library for Arduino
276,AESLib,Small AES implementation in ASM
277,Losant,Arduino MQTT client for connecting embedded devices to the Losant IoT developer platform
278,ArduinoPSX,Interface a Playstation 2 controller
281,Morse,Morse for Arduino, with Non-Blocking Sending
288,SerialCommander,Arduino library to interactively receive commands over serial port
289,uHTTP,uHTTP is a tiny library for Arduino that provide a very manner way to access to HTTP request data
290,HeatpumpIR,Heatpump / Air Conditioner infrared control
291,ClickEncoder,Arduino library to handle rotary encoders with buttons as a user input device
294,I2CSoilMoistureSensor,Provide access to all functions of the I2C Soil Moisture Sensor from Catnip Electronics.
295,TimedAction,Provide an easy way of triggering functions at a set interval
297,SerialClient,Serial network client for Arduino
298,Manchester,This is a Manchester encoding RF library which works on Arduino and ATTiny.
299,WiFi101,Network driver for ATMEL WINC1500 module (used on Arduino/Genuino Wifi Shield 101 and MKR1000 boards)
300,PJON_ASK,PJON_ASK is a PJON communication bus system implementation over cheap ASK 433Mhz radio transceivers
301,Cape,Cape is a string encpryption library that provides private key, stream chipher with masked initialization vector
302,MqttTopicHelper,Helps to build mqtt topics also on config changes during runtime
304,SparkFun APDS9960 RGB and Gesture Sensor,Library for the Avago APDS-9960 sensor
307,Firmata,Enables the communication with computer apps using a standard serial protocol. For all Arduino/Genuino boards.
314,r89m PushButton,Handle PushButtons, debounced using the Bounce2 library
315,r89m Buttons,Handle different types of buttons and button events easily (touch, capacitive, push)
316,MPR121Button,Handle MPR121Buttons, powered by Adafruit's MPR121 library
317,r89m CapacitiveButton,Handle CapacitiveButtons, powered by the CapacitiveSensor library
318,IQRF SPI,IQRF SPI library for Arduino
319,ArduinoColors,Class to represent an RGB color
320,Multiplexer,Control multiplexers and demultiplexers easily
321,EllipticCurve,PlatformIO Wrapper for Ken MacKay's excellent elliptic curve crypto library supporting ECDSA and ECDH
322,SdFat,FAT16/FAT32 file system for SD cards
323,FreeRTOS_AVR,FreeRTOS for Arduino AVR boards
326,AsnL,Encode/decode data using simple method inspired by ASN.1
327,Adafruit VS1053 Library,This is a library for the Adafruit VS1053 Codec Breakout and Music Maker Shields
330,CmdParser,A simple and most powerfull cmd parser with small memory footprint
331,Universal Inputs,Arduino library for reading multiple input devices of different types
332,ble-sdk-arduino,Nordic BLE SDK for Arduino for nRF8001 products such as the BLE Shield, Blend and Blend Micro.
333,NeoNextion,Arduino library for controlling Nextion displays
334,Adafruit MCP23017 Arduino Library,Library for the MCP23017 I2C Port Expander
336,openag_am2315,OpenAg driver for the Am2315 temperature/humidity sensor
337,openag_gc0012,OpenAg driver for the GC-0012 CO2 sensor
338,openag_atlas_ec,OpenAg driver for the Atlas Scientific electrical conductivity sensor
339,openag_atlas_ph,OpenAg driver for the Atlas Scientific pH sensor
340,openag_atlas_rgb,OpenAg driver for the Atlas Scientific light spectrum and intensity sensor
341,Adafruit_VEML6070,Arduino library for VEML6070 UV light sensors
342,Adafruit ADS1X15,Driver for TI's ADS1015: 12-bit Differential or Single-Ended ADC with PGA and Comparator
343,MAX6675,Arduino library for interfacing with MAX6675 thermocouple amplifier
344,ADS1X15,Driver for TI's ADS1015: 12-bit Differential or Single-Ended ADC with PGA and Comparator
345,rosserial_arduino,An implementation of the rosserial protocol for Arduino
347,ArduinoDcMotor,DC motor
348,openag_pwm_actuator,OpenAg driver for an actuator that can accept a pwm signal
349,openag_binary_actuator,OpenAg driver for an actuator that can only be set to binary values
350,OpcServer,Open Pixel Control (OPC) Server Library for Arduino Platform
351,openag_software_pwm_actuator,OpenAg driver for an actuator. Does pwm in software to allow for more flexibility in configuration: particularly to allow for longer periods for actuators that exhibit a nonlinear response to normal pwm.
352,ESC Controller,Interact with ESC controller to control brushless motors
353,ANT,ANT radio support via UART
354,thermistor,Simple thermistor library for NTC's. Steinhart-Hart equation approach.
358,BulliBus,Easy to use serial communication library using UART
362,aREST UI,A graphical user interface for Arduino based on the aREST API
363,ConfigurableFirmata,This library implements the Firmata protocol as a set of plugins that can be used to create applications to remotely interface with an Arduino board.
364,DW1000,A library that offers functionality to use Decawave's DW1000 chips.
365,MQTT Device Alive,Build and publish a JSon ALive Message
366,SparkFun Micro OLED Breakout,Library for the SparkFun Micro OLED Breakout
367,CountUpDownTimer,Simple Count Up/Down Timer
370,MAX30100lib,Maxim-IC MAX30100 heart-rate sensor driver and pulse-oximetry components
371,openag_module,Superclass for OpenAg firmware modules
373,TCM2lib,Arduino library for the MPico TCM2 E-Ink timings module
374,armapi,armapi API for ARM module (Sigfox/LoRaWan).
375,MCP980X,Temperature sensors MCP9800, MCP9801, MCP9802 and MCP9803.
377,Adafruit STMPE610,Arduino library for STMPE610/811 resistive touch screen controllers
380,Adafruit HMC5883 Unified,Adafruit HMC5883L 3-Axis Magnetometer Breakout library using Adafruit's Unified Sensor Library.
381,SparkFun Color LCD Shield,This is an Arduino library for SparkFun's Color LCD Shield
382,Adafruit Fingerprint Sensor Library,Arduino library for interfacing to the fingerprint sensor in the Adafruit shop
397,Controllino Library,Library for Controllino PLC
400,Tsunami,Library for interfacing with the Tsunami's hardware peripherals.
401,Adafruit SleepyDog Library,Arduino library to use the watchdog timer for system reset and low power sleep.
402,Adafruit Trellis Library,Arduino library for controlling Adafruit Trellis
403,RBD_Threshold,Set and check numeric quantile scales.
404,Syncano Arduino Library,A library that provides access to Syncano
405,Sodaq_RN2483,An Arduino library for the Microchip RN2483.
406,Adafruit MPL115A2,Driver for the Adafruit MPL115A2 barometric pressure sensor breakout
407,SparkFun VL6180 Sensor,The VL6180 combines an IR emitter, a range sensor, and an ambient light sensor together for you to easily use and communicate with via an I2C interface.
408,Embedis,An Embedded Dictionary Server.
409,CoAP simple library,Simple CoAP client/server library for generic Arduino Client hardware.
410,LispIO,new lightweight IO function
411,ArduinoINA219,INA219 hi-side i2c current/power sensor Library
412,Sleep_n0m1,A library that sets the Arduino into sleep mode for a specified length of time, or until an interrupt
413,SparkFun Line Follower Array,Library to operate the 8 position line sensor array for robots.
414,Adafruit SHARP Memory Display,This is an Arduino library for the Adafruit Monochrome SHARP Memory Displays
415,Blynk,Build a smartphone app for your project in minutes. Works with Arduino, ESP8266, Raspberry Pi, Intel Edison/Galileo, LinkIt ONE, Particle Core/Photon, Banana Pro, LeMaker Guitar, Energia, MBED, LightBlue Bean, ...
416,TinyGPS,A compact NMEA (GPS) parsing library
418,WildFireCore,WildFire Core
419,SimpleTimer,SimpleTimer Library for Arduino
420,WildFire-CC3000,Library code for Wicked Device's WildFire CC3000 platform
421,DS1307RTC,DS1307 RTC (Real-Time-Clock)
423,OSC,Open Sound Control (OSC) is an open, transport-independent, message-based encidubg developed for communication among computers, sound synthesizers, and other multimedia devices.
424,IMUduino,IMUduino: ATmega32u4 (Leonardo) with Nordic nRF8001 Bluetooth LE and 9/10 DOM/DOF orientation-sensing IMU
425,EtherCard,Driver for the ENC28J60 chip
426,Adafruit nRF8001,Drivers for Adafruit's nRF8001 Bluetooth Low Energy Breakout
427,CC3000 MDNS,Simple multicast DNS name resolution library for Adafruit's CC3000 and Arduino.
428,PCD8544,Philips PCD8544 or compatible LCD library.
429,aREST,RESTful API for Arduino using HTTP or Serial communications
430,MD_MAX72XX,Implements functions that allow the MAX72xx (MAX7219) to be used for LED matrices (64 individual LEDs)
431,Nanopb,Nanopb is a plain-C implementation of Google's Protocol Buffers data format. It is targeted at 32 bit microcontrollers, but is also fit for other embedded systems with tight (2-10 kB ROM, <1 kB RAM) memory constraints.
432,AMIS30543,AMIS-30543 SPI stepper motor driver library
433,RF24,Optimized High Speed Driver for nRF24L01(+) 2.4GHz Wireless Transceiver
434,SipHash,SipHash is an Add-Rotate-Xor (ARX) based family of pseudorandom functions
435,RF24Network,Optimized Network Layer for nRF24L01(+) Radios
436,DHT11,This library interfaces with the DHT11 low-cost temperature and humidity sensor
437,SmartEverything NFC NT3H1101,Library code for the NXP NT3H1101 a NFC_I2C module
439,BH1750,Digital light sensor breakout boards containing the BH1750FVI IC
440,Thread,A library for managing the periodic execution of multiple tasks
441,Gaussian,Library that makes Gaussian work easy to use with C++
443,LinkedList,A fully implemented LinkedList (int, float, objects, Lists or Wales) made to work with Arduino projects
444,DualMC33926MotorShield,Arduino library for the Pololu Dual MC33926 Motor Driver Shield
445,ST7032,Library for ST7032i display
446,HDC1000,A temperature and humidity sensor library for HDC1000
447,SN74141,Library for SN74141, SN74141N
448,i2cdetect,Arduino library for scanning I2C bus for devices
449,Adafruit AHRS,AHRS (Altitude and Heading Reference System) for Adafruit's 9DOF and 10DOF breakouts
450,XLR8Servo,Allows Arduino boards to control a variety of servo motors. For Alorium Technology's XLR8 board.
451,ALA,Arduino Light Animation (ALA) library
452,SpritzCipher,Spritz library for Arduino, CSPRNG, cryptographic hash and MAC functions, symmetric-key data encryption, and some general-purpose functions.
453,RoboCore - Serial Relay,Library for the Serial Relay module (https://www.robocore.net/modules.php?name=GR_LojaVirtual&prod=663)
454,Synapse,A library designed for the Synapse CV/Gate I/O shield
455,Analog Buttons,Arduino multi button support library
456,Adafruit Soundboard library,Arduino Library for UART control of the Adafruit Soundboard
457,ACROBOTIC SSD1306,Library for SSD1306-powered OLED 128x64 displays!
458,Adafruit RA8875,Adafruit's Arduino driver for the RA8875 TFT driver
459,MSGEQ7,Library for Musicvisualization with MSGEQ7
460,SparkFun ATSHA204 Library,Library for the ATSHA204 IC.
461,SetPoint,A library that makes detecting changes on an analog input simple.
462,PS2KeyRaw,PS2 keyboard control and raw data receiving
463,Adafruit TSL2591 Library,Library for the TSL2591 digital luminosity (light) sensors.
464,Adafruit HX8340B,Adafruit 2.2" TFT with SPI interface and microSD card holder
465,MicroDebug,Arduino debugging support library
466,PS2KeyMap,PS2 keyboard codes from PS2KeyAdvanced to UTF-8 for any Latin language keyboard.
467,FaBo 201 3Axis ADXL345,A library for FaBo 3AXIS I2C Brick
468,SST25VF,Arduino Library for controlling the SST Nor Serial Flash SST25VF family.
469,Adafruit Graphic VFD Display Library,Adafruit's 128x64 Graphic VFD Display Library
470,MS5xxx,Library for digital pressure sensors MS5xxx by Measurement Specialties (MEAS).
471,Adafruit LSM303,Driver for Adafruit's LSM303DLHC 9-DOF breakout
472,SmartEverything HTS221,Library code for HTS221 Capacitive digital sensor for relative humidity and temperature
473,SparkFun LSM6DS3 Breakout,A library to drive the STmicro LSM6DS3 by SPI or I2C.
474,LPD6803 RGB Pixels,Controlling library for strands of LPD6803 LED pixel dots.
475,FirmataWithDeviceFeature,This library implements the Firmata protocol as a set of plugins that can be used to create applications to remotely interface with an Arduino board.
476,Chrono,Chronometer/stopwatch library that counts the time passed since started.
477,Robopoly PRismino,This library allows you to use all the functions of the Robopoly PRismino and the Robopoly Shield.
478,RBD_Timer,Manage many timed events.
479,Adafruit SHT31 Library,Arduino library for SHT31 temperature & humidity sensor.
481,DIGI-DOT-BOOSTER Library,An easy to use library to control the DD-Booster.
482,Goldilocks Analogue SPI RAM Library,Firmware for SPI solid state memory (including SRAM, FRAM, EEPROM) devices for Goldilocks Analogue
483,GoPRO,GoPRO API library for Arduino
484,Zumo32U4,Zumo 32U4 Arduino library
485,Voltage Reference,Arduino voltage reference library
486,RBD_HumanSensor,Detect human presence, touch, and pickup events.
487,NetEEPROM,A library that stores and retrieves network configuration from EEPROM.
488,Phant,A simple interface to post data to a phant stream.
490,SoftModem,Audio Jack Modem Library for Arduino.
491,ROKduino,Allows control of Rokenbok Education ROKduino robotics system.
492,EDB,Extended Database Library
493,TVout,A library for generating PAL or NTSC video output with an AVR.
494,BTLE,Arduino library for basic Bluetooth LE communication.
495,Etherkit JTEncode,Generate JT65, JT9, JT4, WSPR, and FSQ symbols on your Arduino.
496,Adafruit SI1145 Library,Arduino library for the SI1145 sensors in the Adafruit shop
497,ArduinoCloud,Easly connect your Arduino/Genuino board to the Arduino Cloud
498,SmoothThermistor,Flexible thermistor reading library.
499,Volume,Gives tone functionality with 8 bit volume control with no extra parts
500,Adafruit Si5351 Library,Driver for Adafruit's Si5351 Clockgen Breakout
501,BasicLinearAlgebra,A library for representing matrices and doing matrix math on arduino
502,SparkFun MiniMoto,Arduino Library for the SparkFun MiniMoto board, which uses the TI DRV8830 IC for I2C low-voltage DC motor control.
503,ADCTouch,Create Touch Sensors with a single (Analog)Pin without external Hardware
504,RBD_Motor,Control many motors without delay.
505,SmartEverything SE868-AS,Library code for the Telit SE868-AS GPS System
506,Adafruit BNO055,Library for the Adafruit BNO055 Absolute Orientation Sensor.
507,FreeRTOS,Real Time Operating System implemented for AVR (Uno, Leonardo, Mega).
508,Pushbutton,Pushbutton library for Arduino
509,WiFiEsp,Arduino WiFi library for ESP8266
